"Data for weekly deaths (occurrences), by Health Board and location, 2015-2019",,,,,,,,,
,,,,,,,,,
week of occurrence,health board,location,year,number of deaths,,,,,
41,Tayside,Home / Non-institution,2017,22,,,,,
41,Tayside,Hospital,2017,43,,,,,
41,Tayside,Other institution,2017,2,,,,,
41,Western Isles,Care Home,2017,1,,,,,
41,Western Isles,Hospital,2017,1,,,,,
42,Ayrshire and Arran,Care Home,2017,18,,,,,
42,Ayrshire and Arran,Home / Non-institution,2017,28,,,,,
42,Ayrshire and Arran,Hospital,2017,45,,,,,
42,Borders,Care Home,2017,2,,,,,
42,Borders,Home / Non-institution,2017,6,,,,,
42,Borders,Hospital,2017,7,,,,,
42,Borders,Other institution,2017,2,,,,,
42,Dumfries and Galloway,Care Home,2017,8,,,,,
42,Dumfries and Galloway,Home / Non-institution,2017,11,,,,,
42,Dumfries and Galloway,Hospital,2017,24,,,,,
42,Fife,Care Home,2017,20,,,,,
42,Fife,Home / Non-institution,2017,18,,,,,
42,Fife,Hospital,2017,41,,,,,
42,Forth Valley,Care Home,2017,9,,,,,
42,Forth Valley,Home / Non-institution,2017,15,,,,,
42,Forth Valley,Hospital,2017,37,,,,,
42,Forth Valley,Other institution,2017,1,,,,,
42,Grampian,Care Home,2017,30,,,,,
42,Grampian,Home / Non-institution,2017,28,,,,,
42,Grampian,Hospital,2017,44,,,,,
42,Greater Glasgow and Clyde,Care Home,2017,68,,,,,
42,Greater Glasgow and Clyde,Home / Non-institution,2017,62,,,,,
42,Greater Glasgow and Clyde,Hospital,2017,88,,,,,
42,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
42,Highland,Care Home,2017,19,,,,,
42,Highland,Home / Non-institution,2017,24,,,,,
42,Highland,Hospital,2017,19,,,,,
42,Lanarkshire,Care Home,2017,27,,,,,
42,Lanarkshire,Home / Non-institution,2017,41,,,,,
42,Lanarkshire,Hospital,2017,69,,,,,
42,Lothian,Care Home,2017,38,,,,,
42,Lothian,Home / Non-institution,2017,42,,,,,
42,Lothian,Hospital,2017,66,,,,,
42,Orkney,Care Home,2017,1,,,,,
42,Orkney,Home / Non-institution,2017,3,,,,,
42,Orkney,Hospital,2017,4,,,,,
42,Shetland,Care Home,2017,2,,,,,
42,Shetland,Home / Non-institution,2017,1,,,,,
42,Tayside,Care Home,2017,15,,,,,
42,Tayside,Home / Non-institution,2017,26,,,,,
42,Tayside,Hospital,2017,44,,,,,
42,Western Isles,Care Home,2017,2,,,,,
42,Western Isles,Home / Non-institution,2017,1,,,,,
42,Western Isles,Hospital,2017,5,,,,,
43,Ayrshire and Arran,Care Home,2017,16,,,,,
43,Ayrshire and Arran,Home / Non-institution,2017,13,,,,,
43,Ayrshire and Arran,Hospital,2017,45,,,,,
43,Borders,Care Home,2017,4,,,,,
43,Borders,Home / Non-institution,2017,6,,,,,
43,Borders,Hospital,2017,11,,,,,
43,Borders,Other institution,2017,4,,,,,
43,Dumfries and Galloway,Care Home,2017,3,,,,,
43,Dumfries and Galloway,Home / Non-institution,2017,12,,,,,
43,Dumfries and Galloway,Hospital,2017,15,,,,,
43,Fife,Care Home,2017,21,,,,,
43,Fife,Home / Non-institution,2017,25,,,,,
43,Fife,Hospital,2017,35,,,,,
43,Forth Valley,Care Home,2017,8,,,,,
43,Forth Valley,Home / Non-institution,2017,17,,,,,
43,Forth Valley,Hospital,2017,44,,,,,
43,Grampian,Care Home,2017,27,,,,,
43,Grampian,Home / Non-institution,2017,30,,,,,
43,Grampian,Hospital,2017,49,,,,,
43,Greater Glasgow and Clyde,Care Home,2017,80,,,,,
43,Greater Glasgow and Clyde,Home / Non-institution,2017,64,,,,,
43,Greater Glasgow and Clyde,Hospital,2017,116,,,,,
43,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
43,Highland,Care Home,2017,11,,,,,
43,Highland,Home / Non-institution,2017,23,,,,,
43,Highland,Hospital,2017,16,,,,,
43,Lanarkshire,Care Home,2017,29,,,,,
43,Lanarkshire,Home / Non-institution,2017,31,,,,,
43,Lanarkshire,Hospital,2017,62,,,,,
43,Lanarkshire,Other institution,2017,1,,,,,
43,Lothian,Care Home,2017,31,,,,,
43,Lothian,Home / Non-institution,2017,39,,,,,
43,Lothian,Hospital,2017,70,,,,,
43,Orkney,Care Home,2017,1,,,,,
43,Orkney,Hospital,2017,3,,,,,
43,Shetland,Care Home,2017,1,,,,,
43,Shetland,Hospital,2017,2,,,,,
43,Tayside,Care Home,2017,16,,,,,
43,Tayside,Home / Non-institution,2017,24,,,,,
43,Tayside,Hospital,2017,36,,,,,
43,Western Isles,Care Home,2017,3,,,,,
43,Western Isles,Home / Non-institution,2017,1,,,,,
43,Western Isles,Hospital,2017,3,,,,,
44,Ayrshire and Arran,Care Home,2017,19,,,,,
44,Ayrshire and Arran,Home / Non-institution,2017,29,,,,,
44,Ayrshire and Arran,Hospital,2017,47,,,,,
44,Borders,Care Home,2017,3,,,,,
44,Borders,Home / Non-institution,2017,4,,,,,
44,Borders,Hospital,2017,12,,,,,
44,Borders,Other institution,2017,3,,,,,
44,Dumfries and Galloway,Care Home,2017,5,,,,,
44,Dumfries and Galloway,Home / Non-institution,2017,10,,,,,
44,Dumfries and Galloway,Hospital,2017,18,,,,,
44,Fife,Care Home,2017,20,,,,,
44,Fife,Home / Non-institution,2017,15,,,,,
44,Fife,Hospital,2017,38,,,,,
44,Forth Valley,Care Home,2017,17,,,,,
44,Forth Valley,Home / Non-institution,2017,15,,,,,
44,Forth Valley,Hospital,2017,38,,,,,
44,Forth Valley,Other institution,2017,1,,,,,
44,Grampian,Care Home,2017,27,,,,,
44,Grampian,Home / Non-institution,2017,38,,,,,
44,Grampian,Hospital,2017,48,,,,,
44,Grampian,Other institution,2017,2,,,,,
44,Greater Glasgow and Clyde,Care Home,2017,48,,,,,
44,Greater Glasgow and Clyde,Home / Non-institution,2017,76,,,,,
44,Greater Glasgow and Clyde,Hospital,2017,101,,,,,
44,Highland,Care Home,2017,9,,,,,
44,Highland,Home / Non-institution,2017,19,,,,,
44,Highland,Hospital,2017,27,,,,,
44,Lanarkshire,Care Home,2017,30,,,,,
44,Lanarkshire,Home / Non-institution,2017,42,,,,,
44,Lanarkshire,Hospital,2017,78,,,,,
44,Lothian,Care Home,2017,32,,,,,
44,Lothian,Home / Non-institution,2017,39,,,,,
44,Lothian,Hospital,2017,79,,,,,
44,Orkney,Care Home,2017,1,,,,,
44,Orkney,Home / Non-institution,2017,2,,,,,
44,Orkney,Hospital,2017,4,,,,,
44,Shetland,Care Home,2017,3,,,,,
44,Shetland,Home / Non-institution,2017,2,,,,,
44,Shetland,Hospital,2017,1,,,,,
44,Tayside,Care Home,2017,25,,,,,
44,Tayside,Home / Non-institution,2017,25,,,,,
44,Tayside,Hospital,2017,44,,,,,
44,Tayside,Other institution,2017,1,,,,,
44,Western Isles,Home / Non-institution,2017,3,,,,,
44,Western Isles,Hospital,2017,7,,,,,
45,Ayrshire and Arran,Care Home,2017,15,,,,,
45,Ayrshire and Arran,Home / Non-institution,2017,29,,,,,
45,Ayrshire and Arran,Hospital,2017,47,,,,,
45,Borders,Care Home,2017,6,,,,,
45,Borders,Home / Non-institution,2017,7,,,,,
45,Borders,Hospital,2017,10,,,,,
45,Borders,Other institution,2017,4,,,,,
45,Dumfries and Galloway,Care Home,2017,9,,,,,
45,Dumfries and Galloway,Home / Non-institution,2017,9,,,,,
45,Dumfries and Galloway,Hospital,2017,20,,,,,
45,Fife,Care Home,2017,17,,,,,
45,Fife,Home / Non-institution,2017,18,,,,,
45,Fife,Hospital,2017,40,,,,,
45,Forth Valley,Care Home,2017,10,,,,,
45,Forth Valley,Home / Non-institution,2017,18,,,,,
45,Forth Valley,Hospital,2017,33,,,,,
45,Grampian,Care Home,2017,26,,,,,
45,Grampian,Home / Non-institution,2017,29,,,,,
45,Grampian,Hospital,2017,53,,,,,
45,Greater Glasgow and Clyde,Care Home,2017,57,,,,,
45,Greater Glasgow and Clyde,Home / Non-institution,2017,53,,,,,
45,Greater Glasgow and Clyde,Hospital,2017,129,,,,,
45,Highland,Care Home,2017,14,,,,,
45,Highland,Home / Non-institution,2017,28,,,,,
45,Highland,Hospital,2017,33,,,,,
45,Lanarkshire,Care Home,2017,36,,,,,
45,Lanarkshire,Home / Non-institution,2017,40,,,,,
45,Lanarkshire,Hospital,2017,77,,,,,
45,Lothian,Care Home,2017,46,,,,,
45,Lothian,Home / Non-institution,2017,30,,,,,
45,Lothian,Hospital,2017,58,,,,,
45,Orkney,Care Home,2017,1,,,,,
45,Orkney,Home / Non-institution,2017,4,,,,,
45,Orkney,Hospital,2017,8,,,,,
45,Shetland,Care Home,2017,1,,,,,
45,Shetland,Home / Non-institution,2017,1,,,,,
45,Tayside,Care Home,2017,24,,,,,
45,Tayside,Home / Non-institution,2017,16,,,,,
45,Tayside,Hospital,2017,40,,,,,
45,Tayside,Other institution,2017,2,,,,,
45,Western Isles,Care Home,2017,3,,,,,
45,Western Isles,Home / Non-institution,2017,1,,,,,
45,Western Isles,Hospital,2017,1,,,,,
46,Ayrshire and Arran,Care Home,2017,28,,,,,
46,Ayrshire and Arran,Home / Non-institution,2017,25,,,,,
46,Ayrshire and Arran,Hospital,2017,67,,,,,
46,Borders,Care Home,2017,3,,,,,
46,Borders,Home / Non-institution,2017,7,,,,,
46,Borders,Hospital,2017,9,,,,,
46,Borders,Other institution,2017,7,,,,,
46,Dumfries and Galloway,Care Home,2017,7,,,,,
46,Dumfries and Galloway,Home / Non-institution,2017,11,,,,,
46,Dumfries and Galloway,Hospital,2017,20,,,,,
46,Fife,Care Home,2017,17,,,,,
46,Fife,Home / Non-institution,2017,18,,,,,
46,Fife,Hospital,2017,40,,,,,
46,Forth Valley,Care Home,2017,16,,,,,
46,Forth Valley,Home / Non-institution,2017,21,,,,,
46,Forth Valley,Hospital,2017,28,,,,,
46,Grampian,Care Home,2017,19,,,,,
46,Grampian,Home / Non-institution,2017,32,,,,,
46,Grampian,Hospital,2017,55,,,,,
46,Greater Glasgow and Clyde,Care Home,2017,72,,,,,
46,Greater Glasgow and Clyde,Home / Non-institution,2017,58,,,,,
46,Greater Glasgow and Clyde,Hospital,2017,136,,,,,
46,Highland,Care Home,2017,14,,,,,
46,Highland,Home / Non-institution,2017,23,,,,,
46,Highland,Hospital,2017,31,,,,,
46,Lanarkshire,Care Home,2017,36,,,,,
46,Lanarkshire,Home / Non-institution,2017,42,,,,,
46,Lanarkshire,Hospital,2017,70,,,,,
46,Lanarkshire,Other institution,2017,1,,,,,
46,Lothian,Care Home,2017,50,,,,,
46,Lothian,Home / Non-institution,2017,46,,,,,
46,Lothian,Hospital,2017,71,,,,,
46,Orkney,Care Home,2017,1,,,,,
46,Orkney,Home / Non-institution,2017,1,,,,,
46,Orkney,Hospital,2017,4,,,,,
46,Shetland,Home / Non-institution,2017,2,,,,,
46,Shetland,Hospital,2017,2,,,,,
46,Tayside,Care Home,2017,20,,,,,
46,Tayside,Home / Non-institution,2017,19,,,,,
46,Tayside,Hospital,2017,41,,,,,
46,Tayside,Other institution,2017,2,,,,,
46,Western Isles,Care Home,2017,1,,,,,
46,Western Isles,Home / Non-institution,2017,2,,,,,
46,Western Isles,Hospital,2017,2,,,,,
47,Ayrshire and Arran,Care Home,2017,17,,,,,
47,Ayrshire and Arran,Home / Non-institution,2017,25,,,,,
47,Ayrshire and Arran,Hospital,2017,35,,,,,
47,Borders,Care Home,2017,4,,,,,
47,Borders,Home / Non-institution,2017,7,,,,,
47,Borders,Hospital,2017,17,,,,,
47,Borders,Other institution,2017,5,,,,,
47,Dumfries and Galloway,Care Home,2017,7,,,,,
47,Dumfries and Galloway,Home / Non-institution,2017,13,,,,,
47,Dumfries and Galloway,Hospital,2017,22,,,,,
47,Fife,Care Home,2017,16,,,,,
47,Fife,Home / Non-institution,2017,30,,,,,
47,Fife,Hospital,2017,39,,,,,
47,Forth Valley,Care Home,2017,13,,,,,
47,Forth Valley,Home / Non-institution,2017,12,,,,,
47,Forth Valley,Hospital,2017,29,,,,,
47,Grampian,Care Home,2017,23,,,,,
47,Grampian,Home / Non-institution,2017,33,,,,,
47,Grampian,Hospital,2017,55,,,,,
47,Greater Glasgow and Clyde,Care Home,2017,65,,,,,
47,Greater Glasgow and Clyde,Home / Non-institution,2017,73,,,,,
47,Greater Glasgow and Clyde,Hospital,2017,139,,,,,
47,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
47,Highland,Care Home,2017,21,,,,,
47,Highland,Home / Non-institution,2017,24,,,,,
47,Highland,Hospital,2017,40,,,,,
47,Lanarkshire,Care Home,2017,33,,,,,
47,Lanarkshire,Home / Non-institution,2017,35,,,,,
47,Lanarkshire,Hospital,2017,72,,,,,
47,Lanarkshire,Other institution,2017,1,,,,,
47,Lothian,Care Home,2017,46,,,,,
47,Lothian,Home / Non-institution,2017,42,,,,,
47,Lothian,Hospital,2017,89,,,,,
47,Orkney,Care Home,2017,2,,,,,
47,Orkney,Home / Non-institution,2017,1,,,,,
47,Orkney,Hospital,2017,2,,,,,
47,Shetland,Care Home,2017,1,,,,,
47,Shetland,Home / Non-institution,2017,4,,,,,
47,Shetland,Hospital,2017,3,,,,,
47,Tayside,Care Home,2017,24,,,,,
47,Tayside,Home / Non-institution,2017,26,,,,,
47,Tayside,Hospital,2017,46,,,,,
47,Tayside,Other institution,2017,1,,,,,
47,Western Isles,Care Home,2017,1,,,,,
47,Western Isles,Home / Non-institution,2017,2,,,,,
47,Western Isles,Hospital,2017,3,,,,,
48,Ayrshire and Arran,Care Home,2017,26,,,,,
48,Ayrshire and Arran,Home / Non-institution,2017,27,,,,,
48,Ayrshire and Arran,Hospital,2017,50,,,,,
48,Borders,Care Home,2017,6,,,,,
48,Borders,Home / Non-institution,2017,1,,,,,
48,Borders,Hospital,2017,20,,,,,
48,Borders,Other institution,2017,2,,,,,
48,Dumfries and Galloway,Care Home,2017,7,,,,,
48,Dumfries and Galloway,Home / Non-institution,2017,16,,,,,
48,Dumfries and Galloway,Hospital,2017,22,,,,,
48,Fife,Care Home,2017,18,,,,,
48,Fife,Home / Non-institution,2017,22,,,,,
48,Fife,Hospital,2017,41,,,,,
48,Forth Valley,Care Home,2017,10,,,,,
48,Forth Valley,Home / Non-institution,2017,12,,,,,
48,Forth Valley,Hospital,2017,22,,,,,
48,Grampian,Care Home,2017,17,,,,,
48,Grampian,Home / Non-institution,2017,24,,,,,
48,Grampian,Hospital,2017,54,,,,,
48,Greater Glasgow and Clyde,Care Home,2017,72,,,,,
48,Greater Glasgow and Clyde,Home / Non-institution,2017,62,,,,,
48,Greater Glasgow and Clyde,Hospital,2017,127,,,,,
48,Highland,Care Home,2017,22,,,,,
48,Highland,Home / Non-institution,2017,23,,,,,
48,Highland,Hospital,2017,30,,,,,
48,Lanarkshire,Care Home,2017,44,,,,,
48,Lanarkshire,Home / Non-institution,2017,40,,,,,
48,Lanarkshire,Hospital,2017,65,,,,,
48,Lanarkshire,Other institution,2017,1,,,,,
48,Lothian,Care Home,2017,43,,,,,
48,Lothian,Home / Non-institution,2017,54,,,,,
48,Lothian,Hospital,2017,82,,,,,
48,Orkney,Care Home,2017,5,,,,,
48,Orkney,Home / Non-institution,2017,2,,,,,
48,Orkney,Hospital,2017,3,,,,,
48,Shetland,Care Home,2017,2,,,,,
48,Shetland,Home / Non-institution,2017,2,,,,,
48,Tayside,Care Home,2017,25,,,,,
48,Tayside,Home / Non-institution,2017,30,,,,,
48,Tayside,Hospital,2017,43,,,,,
48,Tayside,Other institution,2017,3,,,,,
48,Western Isles,Care Home,2017,1,,,,,
48,Western Isles,Home / Non-institution,2017,1,,,,,
48,Western Isles,Hospital,2017,2,,,,,
49,Ayrshire and Arran,Care Home,2017,27,,,,,
49,Ayrshire and Arran,Home / Non-institution,2017,25,,,,,
49,Ayrshire and Arran,Hospital,2017,66,,,,,
49,Borders,Care Home,2017,3,,,,,
49,Borders,Home / Non-institution,2017,6,,,,,
49,Borders,Hospital,2017,16,,,,,
49,Borders,Other institution,2017,2,,,,,
49,Dumfries and Galloway,Care Home,2017,10,,,,,
49,Dumfries and Galloway,Home / Non-institution,2017,15,,,,,
49,Dumfries and Galloway,Hospital,2017,16,,,,,
49,Dumfries and Galloway,Other institution,2017,3,,,,,
49,Fife,Care Home,2017,20,,,,,
49,Fife,Home / Non-institution,2017,21,,,,,
49,Fife,Hospital,2017,54,,,,,
49,Forth Valley,Care Home,2017,20,,,,,
49,Forth Valley,Home / Non-institution,2017,18,,,,,
49,Forth Valley,Hospital,2017,43,,,,,
49,Grampian,Care Home,2017,21,,,,,
49,Grampian,Home / Non-institution,2017,36,,,,,
49,Grampian,Hospital,2017,55,,,,,
49,Greater Glasgow and Clyde,Care Home,2017,78,,,,,
49,Greater Glasgow and Clyde,Home / Non-institution,2017,77,,,,,
49,Greater Glasgow and Clyde,Hospital,2017,130,,,,,
49,Highland,Care Home,2017,23,,,,,
49,Highland,Home / Non-institution,2017,19,,,,,
49,Highland,Hospital,2017,31,,,,,
49,Lanarkshire,Care Home,2017,33,,,,,
49,Lanarkshire,Home / Non-institution,2017,58,,,,,
49,Lanarkshire,Hospital,2017,71,,,,,
49,Lothian,Care Home,2017,59,,,,,
49,Lothian,Home / Non-institution,2017,51,,,,,
49,Lothian,Hospital,2017,78,,,,,
49,Orkney,Care Home,2017,4,,,,,
49,Orkney,Home / Non-institution,2017,2,,,,,
49,Orkney,Hospital,2017,3,,,,,
49,Shetland,Care Home,2017,2,,,,,
49,Shetland,Home / Non-institution,2017,2,,,,,
49,Shetland,Hospital,2017,1,,,,,
49,Tayside,Care Home,2017,27,,,,,
49,Tayside,Home / Non-institution,2017,27,,,,,
49,Tayside,Hospital,2017,60,,,,,
49,Tayside,Other institution,2017,2,,,,,
49,Western Isles,Care Home,2017,2,,,,,
49,Western Isles,Home / Non-institution,2017,2,,,,,
49,Western Isles,Hospital,2017,5,,,,,
50,Ayrshire and Arran,Care Home,2017,31,,,,,
50,Ayrshire and Arran,Home / Non-institution,2017,27,,,,,
50,Ayrshire and Arran,Hospital,2017,53,,,,,
50,Ayrshire and Arran,Other institution,2017,1,,,,,
50,Borders,Care Home,2017,7,,,,,
50,Borders,Home / Non-institution,2017,7,,,,,
50,Borders,Hospital,2017,13,,,,,
50,Borders,Other institution,2017,2,,,,,
50,Dumfries and Galloway,Care Home,2017,17,,,,,
50,Dumfries and Galloway,Home / Non-institution,2017,25,,,,,
50,Dumfries and Galloway,Hospital,2017,13,,,,,
50,Dumfries and Galloway,Other institution,2017,2,,,,,
50,Fife,Care Home,2017,22,,,,,
50,Fife,Home / Non-institution,2017,30,,,,,
50,Fife,Hospital,2017,55,,,,,
50,Forth Valley,Care Home,2017,14,,,,,
50,Forth Valley,Home / Non-institution,2017,19,,,,,
50,Forth Valley,Hospital,2017,25,,,,,
50,Grampian,Care Home,2017,22,,,,,
50,Grampian,Home / Non-institution,2017,37,,,,,
50,Grampian,Hospital,2017,74,,,,,
50,Greater Glasgow and Clyde,Care Home,2017,90,,,,,
50,Greater Glasgow and Clyde,Home / Non-institution,2017,80,,,,,
50,Greater Glasgow and Clyde,Hospital,2017,155,,,,,
50,Highland,Care Home,2017,23,,,,,
50,Highland,Home / Non-institution,2017,24,,,,,
50,Highland,Hospital,2017,30,,,,,
50,Lanarkshire,Care Home,2017,34,,,,,
50,Lanarkshire,Home / Non-institution,2017,42,,,,,
50,Lanarkshire,Hospital,2017,77,,,,,
50,Lothian,Care Home,2017,65,,,,,
50,Lothian,Home / Non-institution,2017,47,,,,,
50,Lothian,Hospital,2017,98,,,,,
50,Orkney,Home / Non-institution,2017,4,,,,,
50,Orkney,Hospital,2017,5,,,,,
50,Shetland,Care Home,2017,2,,,,,
50,Shetland,Home / Non-institution,2017,4,,,,,
50,Shetland,Hospital,2017,2,,,,,
50,Tayside,Care Home,2017,32,,,,,
50,Tayside,Home / Non-institution,2017,26,,,,,
50,Tayside,Hospital,2017,38,,,,,
50,Tayside,Other institution,2017,3,,,,,
50,Western Isles,Care Home,2017,5,,,,,
50,Western Isles,Home / Non-institution,2017,1,,,,,
50,Western Isles,Hospital,2017,2,,,,,
51,Ayrshire and Arran,Care Home,2017,23,,,,,
51,Ayrshire and Arran,Home / Non-institution,2017,27,,,,,
51,Ayrshire and Arran,Hospital,2017,51,,,,,
51,Borders,Care Home,2017,10,,,,,
51,Borders,Home / Non-institution,2017,7,,,,,
51,Borders,Hospital,2017,13,,,,,
51,Borders,Other institution,2017,3,,,,,
51,Dumfries and Galloway,Care Home,2017,12,,,,,
51,Dumfries and Galloway,Home / Non-institution,2017,24,,,,,
51,Dumfries and Galloway,Hospital,2017,13,,,,,
51,Fife,Care Home,2017,27,,,,,
51,Fife,Home / Non-institution,2017,20,,,,,
51,Fife,Hospital,2017,47,,,,,
51,Forth Valley,Care Home,2017,20,,,,,
51,Forth Valley,Home / Non-institution,2017,15,,,,,
51,Forth Valley,Hospital,2017,36,,,,,
51,Grampian,Care Home,2017,37,,,,,
51,Grampian,Home / Non-institution,2017,39,,,,,
51,Grampian,Hospital,2017,64,,,,,
51,Greater Glasgow and Clyde,Care Home,2017,87,,,,,
51,Greater Glasgow and Clyde,Home / Non-institution,2017,82,,,,,
51,Greater Glasgow and Clyde,Hospital,2017,151,,,,,
51,Highland,Care Home,2017,12,,,,,
51,Highland,Home / Non-institution,2017,27,,,,,
51,Highland,Hospital,2017,36,,,,,
51,Lanarkshire,Care Home,2017,46,,,,,
51,Lanarkshire,Home / Non-institution,2017,42,,,,,
51,Lanarkshire,Hospital,2017,82,,,,,
51,Lanarkshire,Other institution,2017,1,,,,,
51,Lothian,Care Home,2017,52,,,,,
51,Lothian,Home / Non-institution,2017,47,,,,,
51,Lothian,Hospital,2017,95,,,,,
51,Lothian,Other institution,2017,1,,,,,
51,Orkney,Home / Non-institution,2017,3,,,,,
51,Orkney,Hospital,2017,5,,,,,
51,Shetland,Home / Non-institution,2017,2,,,,,
51,Shetland,Hospital,2017,1,,,,,
51,Tayside,Care Home,2017,33,,,,,
51,Tayside,Home / Non-institution,2017,30,,,,,
51,Tayside,Hospital,2017,52,,,,,
51,Tayside,Other institution,2017,2,,,,,
51,Western Isles,Care Home,2017,2,,,,,
51,Western Isles,Home / Non-institution,2017,3,,,,,
51,Western Isles,Hospital,2017,2,,,,,
52,Ayrshire and Arran,Care Home,2017,25,,,,,
52,Ayrshire and Arran,Home / Non-institution,2017,30,,,,,
52,Ayrshire and Arran,Hospital,2017,59,,,,,
52,Borders,Care Home,2017,15,,,,,
52,Borders,Home / Non-institution,2017,10,,,,,
52,Borders,Hospital,2017,14,,,,,
52,Borders,Other institution,2017,6,,,,,
52,Dumfries and Galloway,Care Home,2017,9,,,,,
52,Dumfries and Galloway,Home / Non-institution,2017,19,,,,,
52,Dumfries and Galloway,Hospital,2017,25,,,,,
52,Fife,Care Home,2017,24,,,,,
52,Fife,Home / Non-institution,2017,30,,,,,
52,Fife,Hospital,2017,58,,,,,
52,Forth Valley,Care Home,2017,20,,,,,
52,Forth Valley,Home / Non-institution,2017,22,,,,,
52,Forth Valley,Hospital,2017,53,,,,,
52,Grampian,Care Home,2017,44,,,,,
52,Grampian,Home / Non-institution,2017,43,,,,,
52,Grampian,Hospital,2017,69,,,,,
52,Greater Glasgow and Clyde,Care Home,2017,100,,,,,
52,Greater Glasgow and Clyde,Home / Non-institution,2017,112,,,,,
52,Greater Glasgow and Clyde,Hospital,2017,183,,,,,
52,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
52,Highland,Care Home,2017,21,,,,,
52,Highland,Home / Non-institution,2017,26,,,,,
52,Highland,Hospital,2017,39,,,,,
52,Lanarkshire,Care Home,2017,44,,,,,
52,Lanarkshire,Home / Non-institution,2017,65,,,,,
52,Lanarkshire,Hospital,2017,102,,,,,
52,Lothian,Care Home,2017,67,,,,,
52,Lothian,Home / Non-institution,2017,62,,,,,
52,Lothian,Hospital,2017,98,,,,,
52,Orkney,Care Home,2017,1,,,,,
52,Orkney,Home / Non-institution,2017,2,,,,,
52,Orkney,Hospital,2017,3,,,,,
52,Shetland,Care Home,2017,4,,,,,
52,Shetland,Home / Non-institution,2017,1,,,,,
52,Shetland,Hospital,2017,3,,,,,
